"notificationId","recipientUserId","message","type","relatedItemId","isRead","createdAt","triggeringUserId"
NOTIF43c1bbba-6a00-48ca-8ea0-83090abbe1e1,U410bb259434247e428bffe17a4c7886e,เบญจมาศ หุตจิตต์ ได้กดไลค์รายงานของคุณ,like,SUBf4161ae1-c34a-4833-bce7-f62f09a99335,1,"2025-09-12 02:57:15",
NOTIF43cda6e4-37c5-442d-9194-cd7e463a82b0,U5ed5f1ea35304e72d2785df3c705470a,สุกัญญา คำทา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBf62922bf-bc26-4f0f-8882-43739541a7a3,0,"2025-09-12 04:28:00",
NOTIF43da5536-86e1-4ee9-a952-72a8330c119e,U9385e759d7c6eb3f001317f8d640fdad,ชัยวัฒน์ แก้วขาว ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb6e891c5-a3a4-43c1-8c0a-733e29c94a0b,1,"2025-09-12 09:21:44",
NOTIF441e217a-ed1f-4ec9-a638-61b1f90e50f0,U518990f3753ab23beb7e49b82e53e77f,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB97ed631c-042e-4926-8b15-62c94abd3d65,1,"2025-09-14 09:37:34",
NOTIF44245895-f921-4da0-aceb-215ac867b676,U3a58c14c4089df265b64a0bb6d11fa97,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUB8a163f02-8888-473e-9b3b-112721b3a6a3,0,"2025-09-12 01:04:36",
NOTIF445155c1-aa0f-4797-9b8f-13fc8af15d18,U5ed5f1ea35304e72d2785df3c705470a,ปราณี คงประสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUBbb6b6e0f-5dac-4a05-af8d-cd94ee142208,0,"2025-09-12 07:51:46",
NOTIF44898498-794f-486d-ba82-e5885fe3c860,U463d6c75321700740b8093575d6aaaf3,จำปา   จบศรี ได้กดไลค์รายงานของคุณ,like,SUBc420556c-676e-41ae-9d0a-ae5d69053296,1,"2025-09-11 00:55:34",
NOTIF44a52d43-48c7-4c38-924e-5a1c6fbcb8cd,U9385e759d7c6eb3f001317f8d640fdad,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUBee38a96b-2915-42a0-b3d9-0062d4040590,1,"2025-09-11 01:11:24",
NOTIF44bcb0bd-4871-4b9b-a6c2-84f82ec6458a,U5ed5f1ea35304e72d2785df3c705470a,ชัญญาภัส คำสมศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB4a553b06-3c7d-4163-b405-7ca1c216c1be,0,"2025-09-11 01:09:37",
NOTIF44bee2d1-4ec5-4eca-9ce9-47e3bb54bc2e,U5ed5f1ea35304e72d2785df3c705470a,จําเนียร  ไถหว่าน ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBbb6b6e0f-5dac-4a05-af8d-cd94ee142208,0,"2025-09-12 10:23:56",
NOTIF44cc61a1-a3dd-44ae-a884-6655696bf79e,U6c40662caf0cc16bd892426940f43843,อภิเชษฐ ศรีวิจารย์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc4ffecf1-0f4e-4f86-87c4-a11f4b813779,1,"2025-09-11 02:41:15",
NOTIF44de5540-2598-41bb-8dcc-4ec56e3229ba,Uf28573e75b2ff38e7a6d806a2029fc96,อุษณี ทาแว่น ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB0742f4b8-4f1c-4e09-863f-612748eb2cd3,1,"2025-09-11 07:13:51",
NOTIF44e1f8cb-4cb8-4f3f-8526-5aaac3525b1e,U328d2169190bd9b4301bc82564becc30,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb3b34ed1-0c94-4d73-a37c-6dc5b83b470a,0,"2025-09-12 04:53:53",
NOTIF44f38441-3886-46b3-8e8f-3fccebf97c11,U9385e759d7c6eb3f001317f8d640fdad,เสาวลักษณ์ สุขทรัพย์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb6e891c5-a3a4-43c1-8c0a-733e29c94a0b,1,"2025-09-12 03:11:25",
NOTIF44fd7d22-047c-4460-8d39-9b5d92868399,U8dda4e319f5ccedd8d291f64ca573540,ปราณี คงประสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUB175fcb99-45c2-48f8-9ff3-fb86bf91abcc,0,"2025-09-11 12:26:46",
NOTIF450ce9df-c0ef-478d-bb3d-b0d8354a338d,U410bb259434247e428bffe17a4c7886e,จำปา   จบศรี ได้กดไลค์รายงานของคุณ,like,SUBf4161ae1-c34a-4833-bce7-f62f09a99335,1,"2025-09-11 00:53:01",
NOTIF45662e04-d356-4494-b8e4-bfca4705e10b,U9385e759d7c6eb3f001317f8d640fdad,กรรจนา กล่อมกมล ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB8cb42db1-1865-4e53-b2e3-ec25fb8eb5ef,1,"2025-09-11 09:24:54",
NOTIF4573c3b5-56fd-4f7f-a52e-224c58b05e89,U9385e759d7c6eb3f001317f8d640fdad,รานี  หาญรักษ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB1c5f4c32-1473-4979-8d16-d62d23795b50,1,"2025-09-12 06:25:07",
NOTIF458a2f3a-d823-4015-a535-5d9b109ab0e0,Uf3998d6281a9b95cb8b0c01c98d9f152,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB5c24ea19-d137-4faa-b209-69f7d51cd8e6,0,"2025-09-12 04:53:03",
NOTIF4590f4ad-57ad-44d2-a325-cc9de40a68d3,U44e439a65198b59320c82237de56b635,Thanrana Pratumsri ได้กดไลค์รายงานของคุณ,like,SUBa5e2bd55-c147-42f8-9518-3ef51d2d75f5,0,"2025-09-13 07:26:56",
NOTIF4596269f-9a73-4a25-96cf-c0ac7eda937b,U9385e759d7c6eb3f001317f8d640fdad,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb6e891c5-a3a4-43c1-8c0a-733e29c94a0b,1,"2025-09-11 01:53:10",
NOTIF45b7acda-6d4f-4e63-a7da-029a4617e945,Ue99cdc80e70df5465c4a91cc4aae4196,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUB2a742471-fe50-438e-857a-7467344515f4,0,"2025-09-12 10:20:16",
NOTIF45b821ff-9d55-42c7-b59b-80150fb61abe,Uedf90f9b5212577262c7d4b266e6bd2b,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB2c950d21-85c6-4278-b2ce-d3fd9e3e8b7d,0,"2025-09-12 04:59:50",
NOTIF45c4e383-2c59-4491-a6f9-e2e0d71fe8c3,U463d6c75321700740b8093575d6aaaf3,หนูผาด ศรีซิจารย์ ได้กดไลค์รายงานของคุณ,like,SUBafe686bd-0905-4ff2-89da-a53b34faf553,1,"2025-09-11 01:43:07",
NOTIF45d2dcca-3a44-46f7-90aa-d6871ce19f77,U463d6c75321700740b8093575d6aaaf3,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUBafe686bd-0905-4ff2-89da-a53b34faf553,1,"2025-09-11 01:10:38",
NOTIF45e2d6af-7973-4c05-917d-8014ac31fcec,Ua25338cd306d213f6207471b79dde3e0,ปราณี คงประสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUBf8e60540-fd58-4f77-9604-d938e5b4f146,0,"2025-09-12 13:25:53",
NOTIF45f1fa8f-bc52-4cf4-920e-23fe7531ac4e,U20e38085f09aca2811cce54cb266d603,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUB634e699d-da1b-4fe8-9d84-67cf8b8fd16c,0,"2025-09-12 14:03:05",
NOTIF45f2ead9-48a6-482d-805a-61731405b55c,U522840aba03a1f1b8583b52dc34a5d3c,ปราณี คงประสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-11 12:25:58",
NOTIF460b509b-ed01-4658-ae2b-2d458a79abca,U3f08e5c27ff57004358e74657c179dfb,รัตติยา บุญยะศิลป์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBd6d03fef-47be-497f-973b-bd85db0c3e7c,1,"2025-09-11 01:04:34",
NOTIF4610b0f6-f726-4a35-82ab-fc56a7484a74,Ue99cdc80e70df5465c4a91cc4aae4196,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUB2a742471-fe50-438e-857a-7467344515f4,0,"2025-09-10 12:57:16",
NOTIF46117e80-9b7c-4e28-849b-cec95036d101,U9f4cd1751d72058789b3805be4eb1a45,นิชดา แซ่พ่าน ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB12c21e9c-4d31-4aa0-a301-5f38cbc67810,0,"2025-09-13 09:58:15",
NOTIF4647e048-ba7d-434d-85cd-1fcd55158eaa,U5ed5f1ea35304e72d2785df3c705470a,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBa46f3355-c584-4018-8d86-8104525c80b6,0,"2025-09-12 05:03:24",
NOTIF4659ef03-35e0-4e4a-8d80-c97fca226bd4,U7a8d3441ae9970b804014850a0157eeb,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUBc279c71f-f704-4256-9024-bd22aa35ac57,1,"2025-09-12 10:19:31",
NOTIF46999d7f-c160-4ce8-8c34-3f51983eb71f,U8ba20738b9edb277bb4f99f6455d3982,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUB467deb94-a450-4a30-a2ba-027ec49d16a4,1,"2025-09-12 04:46:07",
NOTIF469ed83d-96a5-44bb-b37f-fb33acce81e5,U5afd1eef67eaddb04a1429c4818f0191,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUBa0f64007-e413-4da0-9780-338c878a1391,0,"2025-09-12 13:57:15",
NOTIF46ac234a-3b8e-499f-8ff2-02bfc33a5c29,U463d6c75321700740b8093575d6aaaf3,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBafe686bd-0905-4ff2-89da-a53b34faf553,1,"2025-09-11 06:47:30",
NOTIF46ad3d42-39f0-4cea-ae9a-6a806ad0b580,Uc3deb58f23a35214bef4304af0f4ce31,รุ่งทิวา บุญอภัย ได้กดไลค์รายงานของคุณ,like,SUBd12bc5b0-6ffc-4f1d-9ff0-fec4d11e507f,1,"2025-09-11 05:21:29",
NOTIF46bb8208-fc4f-4f18-aad7-41fcf4009ef5,Uedf90f9b5212577262c7d4b266e6bd2b,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUB2c950d21-85c6-4278-b2ce-d3fd9e3e8b7d,0,"2025-09-12 04:59:33",
NOTIF46bf1e19-c911-4d9d-a64b-7d5c8f6380c7,U9f4cd1751d72058789b3805be4eb1a45,เยาวเรศ จำปาดี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB12c21e9c-4d31-4aa0-a301-5f38cbc67810,0,"2025-09-12 10:55:24",
NOTIF46c7f758-3298-4d58-8062-2f09cfdbebe0,U328d2169190bd9b4301bc82564becc30,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUBb3b34ed1-0c94-4d73-a37c-6dc5b83b470a,1,"2025-09-10 12:56:28",
NOTIF46d8a281-d38b-49ed-b075-67aaa619e11f,U26dc7ee55dde44e859ab6a4ea32d0194,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB33a2c4b1-d6a5-427d-8b89-1b23087966ca,0,"2025-09-14 09:47:59",
NOTIF47021e68-19d7-42b4-b291-dc381de239cf,U5ed5f1ea35304e72d2785df3c705470a,น้ำอ้อย  ตระกูลรัมย์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB5c88a92e-d062-40d3-ba1b-fe124e26e9d4,0,"2025-09-12 13:02:39",
NOTIF474b5396-9297-4708-bc0b-b412c20ab383,U3a58c14c4089df265b64a0bb6d11fa97,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB8a163f02-8888-473e-9b3b-112721b3a6a3,0,"2025-09-14 09:25:12",
NOTIF47a365ef-e78d-4493-af37-5a125e11d647,U463d6c75321700740b8093575d6aaaf3,รานี  หาญรักษ์ ได้กดไลค์รายงานของคุณ,like,SUBafe686bd-0905-4ff2-89da-a53b34faf553,1,"2025-09-12 06:26:35",
NOTIF47ad77ce-6fc4-4d79-948f-43e826642dea,U8dda4e319f5ccedd8d291f64ca573540,จำปา   จบศรี ได้กดไลค์รายงานของคุณ,like,SUB175fcb99-45c2-48f8-9ff3-fb86bf91abcc,0,"2025-09-11 02:01:20",
NOTIF47cacef2-7b75-4bd1-9723-01d5593d0c81,U5ed5f1ea35304e72d2785df3c705470a,รานี  หาญรักษ์ ได้กดไลค์รายงานของคุณ,like,SUBa57a01aa-f70f-461c-923a-6c7c08a7a00c,0,"2025-09-12 06:27:22",
NOTIF47d617bc-1850-4e16-8118-d420b2794d33,U9385e759d7c6eb3f001317f8d640fdad,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB8cb42db1-1865-4e53-b2e3-ec25fb8eb5ef,1,"2025-09-11 09:56:11",
NOTIF47f49f38-2aff-45b8-9848-4d45b28ef7bf,Ub3f4d4038d1f4b2cbc328375ab410da3,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB3ecb46b7-e868-4f5f-9333-848e5dfa214b,0,"2025-09-14 09:21:56",
NOTIF48157410-19d0-4d47-ba66-2234c40aec23,U8ba20738b9edb277bb4f99f6455d3982,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUB467deb94-a450-4a30-a2ba-027ec49d16a4,1,"2025-09-11 09:27:21",
NOTIF4815801d-c116-42be-a0f4-51c557c2307e,U576fdc3cd93c5f8a964cfd49c86bb56e,นกน้อย ศรสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB201fc5fc-745d-456b-9003-38253fe67ccf,1,"2025-09-11 01:11:16",
NOTIF483d6c0e-2772-45bb-8046-f9c0d8d4159c,Ue56780e86be66cad6ea580a0fdbb0249,รานี  หาญรักษ์ ได้กดไลค์รายงานของคุณ,like,SUB1f891ea6-64b9-4bfd-9aca-58cd0b436e2a,0,"2025-09-12 06:22:38",
NOTIF48444afa-60d7-4518-9295-6b7852cd3f24,U5ed5f1ea35304e72d2785df3c705470a,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUB9f755b69-77dc-41d1-925a-7bb32a78537d,0,"2025-09-11 10:45:02",
NOTIF485a15f9-dc26-4745-b256-1ce8929d0fa8,U1dcbe8e3c66acf2dc1c530a03918a010,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUBc9c4ab42-e8c2-4369-955b-9546878c4d31,0,"2025-09-10 12:59:03",
NOTIF488188c5-4d77-4ca2-be04-6e25f0e8c089,U5ed5f1ea35304e72d2785df3c705470a,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUB466001d6-c06c-460e-ae31-9273b26fd450,0,"2025-09-12 10:21:09",
NOTIF489bdb96-222f-4ef0-b42a-a284469b7efa,U5ed5f1ea35304e72d2785df3c705470a,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUBf62922bf-bc26-4f0f-8882-43739541a7a3,0,"2025-09-11 10:45:00",
NOTIF48b220d1-3a2e-4edc-a4b7-09239e84b540,U5bbac6bb6e63ec02fbf3af7b5bac31b0,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUBe483939c-6adb-421b-b26d-26b345be40e8,0,"2025-09-11 10:28:37",
NOTIF48f0d782-d709-4b36-8b5a-7d55698bd6e9,Udd3dd6ba767a06c794be9d6c8e4a3db2,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUBf508fa1f-f568-443f-a442-f3732b88b4ac,0,"2025-09-11 05:47:32",
NOTIF49151850-e04f-4655-a118-df8f78fc1975,U8dda4e319f5ccedd8d291f64ca573540,พัชชิรา ชัยภูมิ ได้กดไลค์รายงานของคุณ,like,SUB175fcb99-45c2-48f8-9ff3-fb86bf91abcc,0,"2025-09-11 11:03:34",
NOTIF491e4a75-f617-4413-8762-a703a76cbabe,U5ed5f1ea35304e72d2785df3c705470a,ปราณี คงประสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBf557c785-fe55-4346-a1b4-424e8c4dd285,0,"2025-09-12 07:54:35",
NOTIF49aca42d-a968-4689-9676-0484d25a9170,U8dda4e319f5ccedd8d291f64ca573540,ลักษณา ติงสุวาทิตย์ ได้กดไลค์รายงานของคุณ,like,SUB175fcb99-45c2-48f8-9ff3-fb86bf91abcc,0,"2025-09-11 02:01:32",
NOTIF49c29777-46ef-4f4a-bc1b-c1513c696ef7,Ue977dea7d3c75347dc63b6bd88368dec,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBe7acc318-2d28-4ab5-bc3e-05dd3492de70,0,"2025-09-11 10:01:27",
NOTIF49c891af-9a5f-4875-9b75-47f8263963d6,U5ed5f1ea35304e72d2785df3c705470a,นกน้อย ศรสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUB802f0543-cba7-4b25-bf6a-700a1f54141a,0,"2025-09-12 01:57:14",
NOTIF4a21703d-d323-45fe-8257-afb7690a1e87,U463d6c75321700740b8093575d6aaaf3,หนูผาด ศรีซิจารย์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc420556c-676e-41ae-9d0a-ae5d69053296,1,"2025-09-11 01:48:09",
NOTIF4a514899-258e-481b-ad87-a4bcae72b42e,Udb19859a3e2b7f89c448b9f60b5bfe24,สุกัญญา คำทา ได้กดไลค์รายงานของคุณ,like,SUB689abf86-db2e-4380-ab7c-812271c3d7c8,0,"2025-09-12 04:25:31",
NOTIF4a60e770-79e9-4514-9978-b2f5689a00e3,U5ed5f1ea35304e72d2785df3c705470a,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUB02ff286c-0266-4a96-a3af-861d8629d317,0,"2025-09-12 01:27:41",
NOTIF4a785b4e-798b-4f60-93e9-49a9b50852cd,Ue56780e86be66cad6ea580a0fdbb0249,นฤมล คุ้มไพรี ได้กดไลค์รายงานของคุณ,like,SUB1f891ea6-64b9-4bfd-9aca-58cd0b436e2a,0,"2025-09-10 12:23:00",
NOTIF4a8c300c-ff75-424e-a0c3-be69346585f3,U566d021df9589e746b2cf0cac397ceba,ชลธิชา วัฒนโชติ ได้กดไลค์รายงานของคุณ,like,SUB3cfd6c98-6bf0-4993-9805-bd8b1c15cbfb,1,"2025-09-12 12:13:42",
NOTIF4ad04255-bcd3-4cbd-9364-9ccdce345ae2,U5ed5f1ea35304e72d2785df3c705470a,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB9f755b69-77dc-41d1-925a-7bb32a78537d,0,"2025-09-14 09:45:17",
NOTIF4ad7400e-c4fc-4517-978f-03bdf1e84e8e,U5ed5f1ea35304e72d2785df3c705470a,กรรจนา กล่อมกมล ได้กดไลค์รายงานของคุณ,like,SUB4a553b06-3c7d-4163-b405-7ca1c216c1be,0,"2025-09-11 09:27:43",
NOTIF4b005f2d-785d-4c1f-b2c4-8e3734f903c6,Udb19859a3e2b7f89c448b9f60b5bfe24,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUB62f924c3-77ef-4570-99f6-438681262688,0,"2025-09-12 14:03:35",
NOTIF4b0c25ee-6102-4696-9c71-ac0cc03e9ef9,Uf7eaa71fec61d6fc7153349d1795ab8a,ชมพู่ ได้กดไลค์รายงานของคุณ,like,SUBcfdd5b00-f0b6-424b-9cde-e9785795ea00,0,"2025-09-14 22:50:18",
NOTIF4b15050a-5f05-4af4-ac09-df8fc997d7ab,U19e9a06e02b09e71fa5c984a6a410467,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB94f8d159-4d9b-474e-869c-19f7493c6424,0,"2025-09-14 09:23:44",
NOTIF4b1a38ba-f1e5-46d9-a180-bc367f56514f,Uedf90f9b5212577262c7d4b266e6bd2b,มนัสชนก  ผายฉิมพลี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB2c465e20-be4c-44b9-9f61-79ba7a335f19,0,"2025-09-14 15:25:10",
NOTIF4b388bf2-e4f4-40c4-8e19-1a6d5440f14d,Uf20c23c9596afc70d7fe37ac133c0410,ชัยวัฒน์ แก้วขาว ได้กดไลค์รายงานของคุณ,like,SUB3f0d51b4-e9b6-40fd-b46c-795f122436c2,1,"2025-09-11 15:02:38",
NOTIF4b498b74-72a4-4ec4-87fe-776a7304ae8a,U566d021df9589e746b2cf0cac397ceba,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB3cfd6c98-6bf0-4993-9805-bd8b1c15cbfb,1,"2025-09-11 09:58:30",
NOTIF4b642147-975d-4cae-8bd0-6168b2adf5ac,U253d59f848bd8df38efa1471f80e6702,ชลธิชา วัฒนโชติ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB3ddb3374-ed77-45d0-8386-10980b9b5a18,0,"2025-09-12 12:39:58",
NOTIF4b660107-f034-4cd8-b48c-3752d15b25e9,U8ba20738b9edb277bb4f99f6455d3982,ปราณี คงประสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB467deb94-a450-4a30-a2ba-027ec49d16a4,1,"2025-09-11 12:25:42",
NOTIF4b6b50a8-0e5b-4ad9-8cbc-a6ecc2f72b81,Ufb9e106fa98bb35ade0accad707044e3,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBaa9520ee-ec6a-4c24-828d-8504640725a7,1,"2025-09-12 04:58:16",
NOTIF4b79e51b-c79e-4896-a5b6-058bef297626,U410bb259434247e428bffe17a4c7886e,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBf4161ae1-c34a-4833-bce7-f62f09a99335,1,"2025-09-12 05:00:37",
NOTIF4b898739-a105-451b-a0e8-fb12bff98a77,U253d59f848bd8df38efa1471f80e6702,ปราณี คงประสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUB3ddb3374-ed77-45d0-8386-10980b9b5a18,0,"2025-09-12 07:53:07",
NOTIF4b8ce565-3119-4a54-b3b9-5edacf6150bb,U3dd88218198a95b733087bc1362e9844,พเยาว์  อุ่นเรือน ได้กดไลค์รายงานของคุณ,like,SUB49ab38a8-0bfc-446b-ad79-65df5960f20d,0,"2025-09-13 22:49:14",
NOTIF4b91cda7-25f1-40f0-934f-fcf06e8c6e60,U5ed5f1ea35304e72d2785df3c705470a,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB02ff286c-0266-4a96-a3af-861d8629d317,0,"2025-09-12 00:46:39",
NOTIF4ba2f2ca-ecb8-40dc-87ea-7d7c126547bd,U328d2169190bd9b4301bc82564becc30,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUBb3b34ed1-0c94-4d73-a37c-6dc5b83b470a,0,"2025-09-11 05:38:39",
NOTIF4ba5f284-6f39-4a09-8809-2baee91945ba,U5bbac6bb6e63ec02fbf3af7b5bac31b0,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBe483939c-6adb-421b-b26d-26b345be40e8,0,"2025-09-11 09:51:40",
NOTIF4ba6ceee-9ff9-4606-aea5-b6aed5c95b36,U6c40662caf0cc16bd892426940f43843,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUBc4ffecf1-0f4e-4f86-87c4-a11f4b813779,1,"2025-09-11 01:19:06",
NOTIF4baea7e6-eef0-4d4d-9b4c-cd1c77fb36c6,U5bbac6bb6e63ec02fbf3af7b5bac31b0,รัตติยา บุญยะศิลป์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBe483939c-6adb-421b-b26d-26b345be40e8,1,"2025-09-11 01:03:21",
NOTIF4bb98976-7d6f-4f42-a16b-8914549c338d,Udb19859a3e2b7f89c448b9f60b5bfe24,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB689abf86-db2e-4380-ab7c-812271c3d7c8,0,"2025-09-11 10:07:09",
NOTIF4bcb18f5-2a9a-4511-a747-a5a84aff016c,U2cacaa74d96ff2c259f6ea4d4155bd51,นกน้อย ศรสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUB1885f835-89c6-4134-b50e-61f4e2f8d1cf,0,"2025-09-11 07:11:32",
NOTIF4bceba43-4916-459e-a6c7-9dfa57af1575,Udb19859a3e2b7f89c448b9f60b5bfe24,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUB62f924c3-77ef-4570-99f6-438681262688,0,"2025-09-12 13:31:25",
NOTIF4c06ff8c-bf38-4ca8-ab4e-cc103acbb5a8,U88704d91895362474691e3314db1e44f,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUB3ec197d7-38e5-4592-a984-fdba638c4be0,0,"2025-09-12 10:18:01",
NOTIF4c0c5c5d-506b-49d0-a582-c8c57cd18345,U5ed5f1ea35304e72d2785df3c705470a,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB02ff286c-0266-4a96-a3af-861d8629d317,0,"2025-09-14 09:43:54",
NOTIF4c0c675d-aa84-47f1-87d5-be13a1afceeb,U576fdc3cd93c5f8a964cfd49c86bb56e,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB201fc5fc-745d-456b-9003-38253fe67ccf,0,"2025-09-14 09:29:31",
NOTIF4c50a64e-438e-4cb3-81b5-c7b0284ac9fe,U9385e759d7c6eb3f001317f8d640fdad,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb6e891c5-a3a4-43c1-8c0a-733e29c94a0b,1,"2025-09-11 01:37:29",
NOTIF4c75f909-7c97-4d75-ba9e-d622ee5d55c3,U463d6c75321700740b8093575d6aaaf3,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUBbe1575b4-673b-4fad-b01c-2c81764e5d20,1,"2025-09-11 01:13:56",
NOTIF4ca4109a-6165-4c03-87d1-8719970e526d,U463d6c75321700740b8093575d6aaaf3,จำปา   จบศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc420556c-676e-41ae-9d0a-ae5d69053296,1,"2025-09-11 00:55:39",
NOTIF4cd2725e-3a51-46fb-a401-dcb96c57f397,U5ed5f1ea35304e72d2785df3c705470a,สุกัญญา คำทา ได้กดไลค์รายงานของคุณ,like,SUBa46f3355-c584-4018-8d86-8104525c80b6,0,"2025-09-12 04:27:33",
NOTIF4d096b5c-bc9e-4ce2-8ac2-5cfb8eb8e295,Uc523df09a4fd07dd2dfb55af99b9fc42,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUBb2d2d3cc-f3c5-419b-a65d-54b2b9fa1a42,0,"2025-09-14 09:32:42",
NOTIF4d122fb4-3fc9-430a-a43c-b34aec506cb1,U92bc31e9a59a7fd8cf56cd9f216cb062,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB29e3065b-2732-4ac7-8744-a0b3369b6bc3,0,"2025-09-12 04:54:45",
